21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
21	21	21	21	21	21	21	4	58	59	60	60	58	59	5	21
21	21	21	21	21	21	21	77	7	7	7	7	7	7	78	21
21	21	21	21	21	21	21	96	7	7	7	7	7	7	97	21
21	21	21	21	21	21	21	77	7	7	7	7	7	7	172	173
21	21	21	21	21	21	21	77	7	7	7	7	7	7	191	192
21	21	21	21	21	21	21	96	7	21	7	7	7	7	97	21
21	21	21	21	21	21	21	77	7	7	7	7	7	7	78	21
21	21	21	21	21	21	21	23	79	80	81	79	80	81	24	21
21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
