21	21	21	21	21	21	21	98	99	21	21	21	21	21	21	21
21	21	21	21	4	59	58	117	118	59	58	5	21	21	21	21
21	21	21	21	77	7	7	7	7	7	7	78	21	21	21	21
21	21	21	21	96	7	7	7	7	7	7	97	21	21	21	21
21	21	21	21	115	7	7	7	7	7	7	116	21	21	21	21
21	21	21	21	115	7	7	7	7	21	7	116	21	21	21	21
21	21	21	21	96	7	7	7	7	7	7	97	21	21	21	21
21	21	21	21	77	7	7	7	7	7	7	78	21	21	21	21
21	21	21	21	23	79	80	81	79	80	81	24	21	21	21	21
21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
