21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
21	4	58	59	60	60	58	59	5	21	21	21	21	21	21	21
21	115	7	7	7	7	7	7	116	21	21	21	21	21	21	21
21	96	7	7	7	7	21	7	97	21	21	21	21	21	21	21
181	182	7	7	7	7	7	7	78	21	21	21	21	21	21	21
200	201	7	7	7	7	7	7	116	21	21	21	21	21	21	21
21	96	7	7	7	7	7	7	97	21	21	21	21	21	21	21
21	77	7	7	7	7	7	7	78	21	21	21	21	21	21	21
21	23	79	80	81	79	80	81	24	21	21	21	21	21	21	21
21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
