21	21	21	6	21	21	21	98	99	21	21	21	6	21	21	21
21	4	58	25	60	59	58	117	118	59	58	60	25	59	5	21
21	77	7	7	7	7	7	7	7	7	7	7	7	7	78	21
42	43	7	7	7	7	7	7	7	7	7	7	7	7	61	62
21	115	7	7	7	7	7	7	64	7	7	7	7	7	116	21
21	115	7	7	7	7	7	69	70	7	7	7	7	7	116	21
21	96	7	7	7	7	68	88	89	48	66	7	7	7	97	21
181	182	7	7	7	65	49	107	108	47	7	7	7	7	172	173
200	201	7	7	7	7	7	50	51	7	7	7	7	7	191	192
21	96	7	7	7	7	7	67	7	7	7	7	7	7	97	21
21	115	7	7	7	7	7	7	7	7	7	7	7	7	116	21
21	77	7	7	7	7	7	7	7	7	7	7	7	7	78	21
42	43	7	7	7	7	7	7	7	7	7	7	7	7	61	62
21	77	7	7	7	7	7	7	7	7	7	7	7	7	78	21
21	23	79	44	81	79	80	141	142	80	81	79	44	81	24	21
21	21	21	63	21	21	21	160	161	21	21	21	63	21	21	21
